,CO,H2,CH4,C2H6,C3H8,Xf_LFL,Xf_UFL,Xf_stoich,Su_stoich,LFL,UFL
0,0.2960111661237538,0.1349902150621418,0.0022945322316353,0.2790191633601446,0.2876849232223243,,,,0.49130510086720863,0.05543386624400123,0.38728189267752255
1,0.2487067926206045,0.2868678971084952,0.0358554079897522,0.3274132370577305,0.1011566652234173,,,,0.5094543785387274,0.054843856031785126,0.4583773687898679
2,0.0128136931561231,0.3280030000062962,0.1439175271967816,0.2591851736169464,0.2560806060238526,,,,0.5007201089427707,0.0341433823106543,0.33721809706899714
3,0.1567977178760894,0.1932500790817207,0.1207615776834816,0.0154299551896186,0.5137606701690896,,,,0.5197629869971075,0.043111111455712184,0.3361438885890393
4,0.3657820337368772,0.0244747478863052,0.205119718900605,0.1766162781075007,0.2280072213687117,,,,0.4736271315226452,0.06398474158747205,0.371261367960656
5,0.0415830463964338,0.2707411709556643,0.1260579557192781,0.2601873991204559,0.3014304278081677,,,,0.49421504972542746,0.03550182341503206,0.3176243784515967
6,0.1945679363666062,0.143685908070245,0.100776192779145,0.3775851366589328,0.1833848261250708,,,,0.47026741052538196,0.04870837661747939,0.335560103327758
7,0.4391982568604575,0.015988223526894,0.4209238193980874,0.0047884872846528,0.1191012129299081,,,,0.48348707228212723,0.07450874790791416,0.4230443616010176
8,0.2855439736574531,0.2278831469009714,0.0327168371042648,0.3548131797391117,0.0990428625981987,,,,0.4953389622488404,0.057544439054256394,0.44443606511398576
9,0.1655372688639544,0.0428436162173919,0.2783973387120295,0.2289951455354087,0.2842266306712153,,,,0.4601670659083659,0.04666631342585728,0.25904511510396594
10,0.0899822859588983,0.1945788359706957,0.0252242531984,0.1763508023822883,0.5138638224897174,,,,0.5006808682097101,0.03577255923837794,0.2913253645385983
11,0.0779504847003263,0.0679409062959824,0.4196431049444837,0.0679325045336709,0.3665329995255366,,,,0.47002675275833067,0.04027115915948214,0.22368347597238125
12,0.0212209844799919,0.1995770724240475,0.1806669706203116,0.1765923088317585,0.4219426636438904,,,,0.4897012018160236,0.03263751294332909,0.2597415811829316
13,0.1388141255279286,0.2283426348173649,0.1373281495882997,0.2383916195869864,0.2571234704794202,,,,0.49409810998764864,0.044385180505608635,0.353419418138659
14,0.1790648240354284,0.3181577839068518,0.3318759736568298,0.1204415988847492,0.0504598195161406,,,,0.5248093790295338,0.05348953725780741,0.4473758156692693
15,0.0883758180249606,0.2076110045038656,0.0568792370659489,0.2522409394769472,0.3948930009282775,,,,0.49274394976250924,0.03727220597785389,0.30248038136433275
16,0.1647140127313392,0.2776008423271937,0.2228290213373109,0.2176185471624546,0.1172375764417014,,,,0.5013704377619976,0.04966473767983949,0.4071057958619748
17,0.2467989854208973,0.2844801373223851,0.05520358648567,0.3189188209627409,0.0945984698083066,,,,0.5082797705576179,0.05497817404362922,0.45661310949113054
18,0.0523893468494021,0.2843600321250324,0.2436415130342187,0.2684866415495537,0.1511224664417929,,,,0.48575667754239815,0.03960952052219943,0.3410749550312035
19,0.0844677726836166,0.4717177813788141,0.0569714954543064,0.3414968626681516,0.0453460878151112,,,,0.5382663793073735,0.04270876350133792,0.47340805664150637
20,0.1992131257579023,0.0344662812492368,0.3667370629624838,0.2749616086562211,0.1246219213741559,,,,0.4423693911033963,0.05228656571981093,0.2820864871133628
21,0.534527680509296,0.0374588092170232,0.1456036317071121,0.0412891249195172,0.2411207536470514,,,,0.5139558265891904,0.07835044339908298,0.4823419105030781
22,0.0750190201189733,0.1473824545628758,0.2619056224598537,0.3297149199413412,0.1859779829169558,,,,0.4595895307246591,0.0402184132245217,0.26942205444214173
23,0.2513977845040851,0.1109530649892997,0.263730581614276,0.1581838242536257,0.2157347446387133,,,,0.48055257180107663,0.05548594669611211,0.3564189559207395
24,0.0725404979777824,0.2427202336571925,0.1253138031727771,0.3375389116201309,0.2218865535721168,,,,0.4824788333652766,0.038713261416842164,0.32126237939824664
25,0.2184815289025705,0.3381936882628547,0.2401043015846703,0.1459603961932337,0.0572600850566707,,,,0.5406699545896876,0.05589139394053524,0.4807658760526396
26,0.2240600431392783,0.3319953962593352,0.3022140434768634,0.0250248038374931,0.1167057132870297,,,,0.568050507268095,0.05666600303422121,0.48149503539700483
27,0.0007683371701225,0.3037990940868617,0.2874014026906669,0.3412671636073624,0.0667640024449862,,,,0.47253490012352967,0.03652988490184409,0.324619696018264
28,0.0898137275460316,0.1790915508967039,0.3048743486639302,0.0857107922231283,0.3405095806702059,,,,0.4921914907128094,0.04107780564337305,0.2966979578962949
29,0.103754539125284,0.2379613305350979,0.2612975664325692,0.1462923177713894,0.2506942461356594,,,,0.4971245411190745,0.04311943954146157,0.3426000694035816
30,0.1462433990727369,0.2374584670097252,0.2934692162490934,0.2906481917663345,0.0321807259021096,,,,0.4723654940989591,0.04935543308101188,0.3751959801218364
31,0.1356602909361095,0.2138008154571372,0.4470443926716403,0.1442208938974165,0.0592736070376962,,,,0.4736621676327479,0.05007259337288492,0.359281135347171
32,0.1929336567612734,0.1099399078176354,0.3681543183959862,0.3019870177648251,0.0269850992602798,,,,0.44417144119116986,0.053374722750892244,0.3277043668792499
33,0.3416638109893299,0.1715483470045353,0.30251310369231,0.0643744545668791,0.1199002837469454,,,,0.5154082625628534,0.06562130735705486,0.4546136285256723
34,0.0356020017815567,0.1917792345879565,0.2082481868636144,0.3315170273503007,0.2328535494165715,,,,0.4688759851220113,0.03594176517756112,0.2693149498052787
35,0.1880555085679475,0.2244212747356548,0.1320624259431095,0.1735062055653713,0.2819545851879168,,,,0.5058245540367167,0.0484804912149841,0.38100800792645734
36,0.0741162959757622,0.1866194925444171,0.3343745868969093,0.1645189491221553,0.2403706754607558,,,,0.47823936240570175,0.04105456970067269,0.29506706155391116
37,0.2235879969540075,0.2715359698126582,0.2458528905779951,0.2238807096355353,0.0351424330198038,,,,0.5017173517426482,0.05596393799490095,0.44297344285959706
38,0.1614227305860173,0.3496115574544149,0.0287032753026959,0.0616474413769059,0.3986149952799658,,,,0.5526682856101992,0.04483847222400375,0.43588745043397914
39,0.1626125742856292,0.2710595770798892,0.208397936345565,0.2753485465198125,0.0825813657691038,,,,0.4919565240397387,0.04952006627342149,0.4019153127959478
40,0.2799132703839719,0.1348804573936246,0.3859588529055394,0.1198637299121136,0.0793836894047503,,,,0.47797015779128454,0.06122996964452851,0.39727340284868773
41,0.3169419769760734,0.108608001166005,0.2078606598479924,0.2343943281135243,0.1321950338964047,,,,0.4756794832733728,0.06133115187231089,0.3956682269312434
42,0.1471297174388404,0.1413306818093783,0.1177547966387548,0.33440670100835,0.2593781031046763,,,,0.47254716850539535,0.04396914561258989,0.3033207054235275
43,0.3054295872671325,0.459130972759628,0.1432596662714911,0.0763696761470529,0.0158100975546951,,,,0.702879211811329,0.06394331703144682,0.6079816649838536
44,0.0102084942070692,0.2707427665781905,0.2661346631896165,0.1821756276278862,0.2707384483972374,,,,0.49183812896494383,0.03491543139349763,0.3042938914660207
45,0.2247762950386052,0.1894255362442907,0.2246157634627342,0.0300761757609261,0.3311062294934435,,,,0.5184853083890997,0.05228878653895465,0.38465953364325295
46,0.1157352765889943,0.2647533437869112,0.3449371507132047,0.0832849487294899,0.1912892801813997,,,,0.5074829141641946,0.046171224919230855,0.37158370893967274
47,0.2146993582316341,0.2665764635571679,0.2244325677440218,0.1088356386944255,0.1854559717727505,,,,0.5231101317400689,0.0534616590788803,0.4299904797987776
48,0.0603740940989563,0.1855103302714965,0.3491850854914389,0.3529496374636995,0.0519808526744087,,,,0.44972117863062716,0.0417095352944315,0.29069549346404955
49,0.2137819927373513,0.2489420665879299,0.0584469187916293,0.3811232871029075,0.0977057347801818,,,,0.48952888372532183,0.05166870526230208,0.4137559059893469
50,0.0586123750084563,0.1807192793727523,0.1802096915948526,0.2760037572755968,0.3044548967483418,,,,0.47685247736411257,0.03686514815608145,0.2740275406812188
51,0.1195661139201944,0.2593542594185706,0.2057038751284843,0.1959478180454906,0.2194279334872599,,,,0.4991233498377255,0.044259495697416634,0.3643854662449993
52,0.140070014990629,0.1166483135840268,0.2917663527275517,0.2394134928280414,0.2121018258697509,,,,0.4646822854876056,0.045948596990354834,0.2914979858018323
53,0.341914798948807,0.2330231282766867,0.0273520927153967,0.0879265196642621,0.3097834603948473,,,,0.5421443330961015,0.06069744134262142,0.47788020656269353
54,0.121578471222682,0.329988610078115,0.2419908555739004,0.1333787301192809,0.1730633330060217,,,,0.523398501699036,0.04607225049180294,0.4123801704581165
55,0.0290865267400613,0.2484951236134523,0.0444653076927477,0.162583790030188,0.5153692519235504,,,,0.5056128071437302,0.03108692968312655,0.2876912326347677
56,0.0499112748640314,0.2284461047648373,0.2196282782408213,0.2338965356988486,0.2681178064314612,,,,0.4842710327765604,0.03743821142289954,0.300870141229381
57,0.359245985659313,0.1482317976444906,0.1543849151578518,0.0723472545667489,0.2657900469715956,,,,0.5186800277650261,0.06358373507524866,0.44174331787414833
58,0.0771926856185843,0.0714392724307633,0.3600491133121854,0.2256176228186676,0.2657013058197993,,,,0.4552869101987201,0.040311110263972626,0.22533444023752364
59,0.2235144357029341,0.0590125092814456,0.4053732695215692,0.2900495238654983,0.0220502616285526,,,,0.4347998465708168,0.056183197724723515,0.3165696423236277
60,0.3325719187521314,0.1703080361038792,0.2175062096590405,0.1352836790960056,0.1443301563889431,,,,0.5058005263840146,0.06338066857645668,0.4441835065292785
61,0.3356008058831096,0.1009595611187719,0.0037703467502994,0.1348380329273208,0.4248312533204981,,,,0.5053796513330389,0.05744297171528728,0.38766648478681826
62,0.0444058551148083,0.2211217699664208,0.3188624423723086,0.1968251801782842,0.2187847523681777,,,,0.47896342354257193,0.03870275608189567,0.2979427416912736
63,0.1877627220682037,0.1126293229316087,0.1268263910024383,0.3238708631373163,0.2489107008604328,,,,0.470313762814163,0.04756031138174466,0.31139352969019013
64,0.1667355486223229,0.1185281879164657,0.2363393707937308,0.2274832255408045,0.2509136671266759,,,,0.47232406756276146,0.04724200944214586,0.3062576595611173
65,0.237881578543247,0.1788231080445964,0.0839045534463278,0.1196515842862868,0.3797391756795417,,,,0.5107860756000393,0.0509545843164709,0.37947931490121356
66,0.0565048985476984,0.3067567980039897,0.1901448984205002,0.2746851697949474,0.1719082352328642,,,,0.49413737616708236,0.039267863310123975,0.35505372856782086
67,0.2214294615138888,0.1722731072408594,0.2429377086618259,0.1508938192711623,0.2124659033122635,,,,0.49280703317129704,0.053140317400113775,0.37528860061076336
68,0.2865160734179291,0.1330157605209007,0.0365795835279978,0.2406939889819771,0.3031945935511952,,,,0.49288860198927653,0.05489996704025384,0.38111663573514987
69,0.300022201446869,0.0456992167365711,0.2821667168781159,0.1755792545657074,0.1965326103727365,,,,0.4675162493593357,0.05964053084052291,0.3471880264193852
70,0.0606357432595303,0.3539810467486248,0.1099092448083004,0.3212578659089076,0.1542160992746368,,,,0.50353095915097,0.03914781189468845,0.3843995100541205
71,0.3466629948746665,0.257838668037986,0.1286388151118088,0.1986052670076451,0.0682542549678933,,,,0.5283849236069287,0.06496471133595412,0.5059937457235312
72,0.152842042595448,0.3009284488806323,0.3002457346238399,0.1032714851088121,0.1427122887912676,,,,0.5211171796183253,0.049684098008009,0.4167877744067808
73,0.2245949756219865,0.2307136456309264,0.4234518862740958,0.0367452272846013,0.0844942651883896,,,,0.5144757940126095,0.057688562283429876,0.4240179042559542
74,0.2742521337173528,0.1515857063074334,0.1704779239323464,0.3136086555581345,0.0900755804847326,,,,0.4735507237703545,0.05777455980832633,0.3953218664616611
75,0.0199647627233111,0.6596707854759639,0.214744149169479,0.0677794935560334,0.0378408090752123,,,,0.7179240990197163,0.041059387306553424,0.5571712805307955
76,0.2027053529879601,0.1264566969984295,0.101392296651691,0.2921921970954488,0.2772534562664704,,,,0.47820849699452234,0.048432259785626146,0.32773430566341866
77,0.258520948018886,0.3264314424393336,0.0601347361588914,0.351711332808398,0.0032015405744908,,,,0.5166432270287439,0.057344272187147126,0.49251195043998774
78,0.1470258487087801,0.2270879950605311,0.2242293476614636,0.1734498906249834,0.2282069179442415,,,,0.49675521005307355,0.04658855494015783,0.36191568099332977
79,0.261147250146335,0.0668891733968486,0.39458887500745,0.0832655735833537,0.1941091278660124,,,,0.47232325409965786,0.05794940634644882,0.34066984619741264
80,0.1823190591304768,0.20559401330993,0.1378144642666688,0.1101045046492155,0.3641679586437088,,,,0.5101136833201751,0.047116546326782194,0.3639702988695561
81,0.1861370021829557,0.3257151213903075,0.2344898441073637,0.1176802910155966,0.1359777413037764,,,,0.5355537888574994,0.05206853955613819,0.4506715350711704
82,0.3010002030808917,0.2804332472703609,0.0489041234184486,0.072150412917036,0.2975120133132625,,,,0.5530478544307235,0.05790140035802277,0.48309072855041707
83,0.3421109598409425,0.1313679735619933,0.2019074315625875,0.1596761901533141,0.1649374448811625,,,,0.4940031707391045,0.06344593315925051,0.4246805483404746
84,0.1938757384490854,0.2749782452436489,0.2532232052006684,0.2529549420453118,0.0249678690612855,,,,0.4936030192654582,0.05351901296411196,0.42705726101126884
85,0.0851703012847712,0.2252833018615587,0.2487226913736005,0.1691739525501935,0.271649752929876,,,,0.4914881369106821,0.04095543003710651,0.32204491890715936
86,0.2638115171058855,0.1909647739914302,0.2295456640144814,0.090250665964943,0.2254273789232598,,,,0.5116691803550697,0.0568374771653374,0.41268695507226383
87,0.1683506949404125,0.261648593852686,0.2215804457757055,0.0983197149917455,0.2501005504394504,,,,0.5180978845010906,0.0486192697700688,0.39629045995540046
88,0.4006298886737816,0.2510267140659017,0.0715425733844117,0.1880942527036402,0.0887065711722647,,,,0.539861291740003,0.06877019400813073,0.532758485113456
89,0.0587980299958763,0.1293966079340223,0.2097327795037429,0.3439982436311319,0.2580743389352263,,,,0.4614672087695679,0.03719937864160445,0.24426344472875602
90,0.0770641526218944,0.2646116487216966,0.2739600086872737,0.2481441385871742,0.1362200513819609,,,,0.4835264903276663,0.042191349882371644,0.3457143908067938
91,0.3772071781379826,0.0724700572891265,0.3426423228541044,0.0996294768397995,0.1080509648789868,,,,0.4798229014795326,0.06849788044135628,0.41671847009931773
92,0.0215531313900426,0.2663024951245623,0.2631557303814464,0.2678997009066562,0.1810889421972923,,,,0.4801168110884364,0.03665718652191407,0.31055880574286276
93,0.0989950190113361,0.2692776762065397,0.1488758471559552,0.3829644379620354,0.0998870196641334,,,,0.4794834853135869,0.04278760715629181,0.3581963396403534
94,0.0770404657119888,0.2631594046847479,0.2245584147249587,0.2468948027747888,0.1883469121035154,,,,0.48837879008337143,0.04101393155814424,0.34161547647897467
95,0.259922701283399,0.1435972636845507,0.1678712197206734,0.4153559285056573,0.0132528868057193,,,,0.4584035203021016,0.05705993684718937,0.38301353046223185
96,0.1892148401946799,0.2293828364579495,0.3555870994535099,0.0057678531845859,0.2200473707092745,,,,0.5218291063388982,0.05232095703806636,0.39520454003637306
97,0.1282279689925772,0.2867412467254613,0.1971776311204665,0.1576657571176074,0.2301873960438873,,,,0.5120982946812027,0.045096729947878104,0.38636352417530134
98,0.2562058799028126,0.2590938658847689,0.1871276287037827,0.1014207534366696,0.196151872071966,,,,0.5302986532305299,0.056503887803306084,0.44955125295352205
99,0.0084714097456525,0.292959454959303,0.0517838215899388,0.4067879581011003,0.2399973556040052,,,,0.48530607392942177,0.03225701872852484,0.3092471349900075
100,0.3982006536401217,0.2072836440038905,0.1098136826469313,0.2262114300053193,0.0584905897037371,,,,0.514591085351937,0.06892187151737325,0.5060804340678429
101,0.1174749514849434,0.2439192514047924,0.1735503310371103,0.2597980458968516,0.2052574201763022,,,,0.4898975150749702,0.043594326000625655,0.35245386358640407
102,0.356468603288857,0.3387479069526216,0.1040009063148975,0.0286629414041131,0.1721196420395107,,,,0.6090133126637941,0.06537658927557631,0.5594068198968527
103,0.0593614743686628,0.3154034049011367,0.0134455532548218,0.2376194783768487,0.3741700890985298,,,,0.5116958586596618,0.035317273685871745,0.35053472450382117
104,0.4123886032736776,0.0099902933893651,0.0255248936087768,0.5349110783573581,0.0171851313708222,,,,0.4451116312389088,0.06741755955671011,0.3890349270338868
105,0.2459237353152673,0.2879568067255591,0.0752275913621969,0.203035621850471,0.1878562447465055,,,,0.5253961155157356,0.05437518432198186,0.4568976293428756
106,0.3923294474148514,0.1069328888343407,0.2016445515334957,0.115699188380288,0.1833939238370241,,,,0.500547279103664,0.06755145756261574,0.4403859443050825
107,0.3340392823204848,0.2352476370882114,0.0042953053437283,0.1315944532065487,0.2948233220410265,,,,0.5353948657822201,0.0598227361561687,0.4737644873566494
108,0.2502298384489536,0.1558879024019289,0.2392447431470779,0.1836084300112788,0.1710290859907605,,,,0.48621345101368546,0.05588972911456734,0.383865826520748
109,0.2085981856750575,0.201024140942458,0.3052978323959514,0.1408872936797384,0.1441925473067945,,,,0.49346786804504883,0.05376051484796192,0.3893190611703464
110,0.1388491151117441,0.1174603637519055,0.0385125319212106,0.3639253192825541,0.3412526699325856,,,,0.4732587199663231,0.0411389254150797,0.2781414236370436
111,0.2651618667818284,0.2058429653102424,0.1211565678587731,0.1905340082415352,0.2173045918076208,,,,0.5060444626298273,0.05566344828722122,0.418697281992412
112,0.3661332995571513,0.2270607981952727,0.2459140884140796,0.1015860978405151,0.0593057159929812,,,,0.535462189512902,0.06813165073595663,0.503812037261742
113,0.3019704544665306,0.1110131374640355,0.196959650046419,0.3263345150276966,0.0637222429953181,,,,0.4629974302809459,0.060471407190320105,0.38894050296149885
114,0.2172990230183523,0.1663778691211528,0.1334499886534266,0.2152666197240346,0.2676064994830335,,,,0.4912228025192796,0.0506805321086639,0.3633647845373575
115,0.2904588694553593,0.1969024800156454,0.1013861401918509,0.222845997149594,0.1884065131875504,,,,0.5025981516158279,0.05783407039513675,0.4288103005732093
116,0.1019175462145795,0.3384391533431889,0.02968971266749,0.3547023630329609,0.1752512247417806,,,,0.504657392528175,0.041395365647412884,0.39682010426080166
117,0.4441587229348737,0.0076378370349695,0.0264058750474049,0.4433817921358777,0.0784157728468739,,,,0.4545713168514425,0.06971460372953012,0.40607731876753994
118,0.2785472011297462,0.2939591845073503,0.0751114567334197,0.2404731385094513,0.1119090191200324,,,,0.5253576432272169,0.058053219168938235,0.48281954823839845
119,0.2273633976448182,0.2064712884573115,0.2245497872996349,0.0849773907008453,0.2566381358973901,,,,0.5130531160774163,0.053361372471725135,0.3986598278662786
